,barley_PC1,barley_PC2,barley_PC3,barley_ph,barley_cec,barley_ph,barley_am_rel_abundance_colonization,barley_am_roots_colonized,barley_soilN
Chinese_Genebank_ZDM03590,-4.073350332,-0.827103784,-0.691649228,NA,NA,NA,NA,NA,NA
Chinese_Genebank_ZDM03586,-3.840097465,0.174540487,-0.24074352,53,175,53,NA,0.037110262,396
Chinese_Genebank_ZDM03593,-3.994925648,-0.233871389,-0.27295487,61,181,61,0.085131183,0.159854293,218
Chinese_Genebank_ZDM01837,-0.485485491,-0.150105981,1.233213862,75,168,75,NA,NA,262
Chinese_Genebank_ZDM02234,-1.598071254,0.085720901,-0.649809347,64,186,64,NA,NA,282
Chinese_Genebank_ZDM03589,-4.127891168,-0.266911591,-0.553140658,NA,NA,NA,NA,NA,NA
Chinese_Genebank_ZDM01952,-1.486457588,-0.008160301,-0.27481368,73,181,73,NA,NA,390
Chinese_Genebank_ZDM03210,-3.192336486,1.458294231,-0.409801112,54,184,54,0.151084796,0.246142998,326
Chinese_Genebank_ZDM03607,-3.457796227,1.955104801,-0.432014892,54,213,54,0.151084796,0.246142998,343
Chinese_Genebank_ZDM03172,-2.875689472,0.667586195,-0.862271086,61,158,61,NA,NA,183
Chinese_Genebank_ZDM02926,-1.785960454,1.714480065,-1.086958384,52,230,52,0.151084796,0.246142998,562
Chinese_Genebank_ZDM05207,7.355807697,-0.680429934,1.59337379,73,297,73,0.390534729,0.2724033,543
Chinese_Genebank_ZDM03307,-3.248712702,1.98781052,-0.297740665,54,186,54,NA,0.032225441,368
Chinese_Genebank_ZDM02422,-0.958552261,-0.020365814,0.322928388,77,230,77,NA,NA,291
Chinese_Genebank_ZDM02297,-1.38355593,-0.060859499,-0.447643702,NA,NA,NA,NA,NA,NA
Chinese_Genebank_ZDM03211,-3.084486463,1.341759216,-0.503201964,52,211,52,0.151084796,0.246142998,388
Chinese_Genebank_ZDM00457,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chinese_Genebank_ZDM01940,-1.531269131,0.10339769,-0.753480992,73,229,73,NA,NA,318
Chinese_Genebank_ZDM03609,-3.317756254,1.480711907,-0.693204615,56,231,56,NA,0.03389404,348
Chinese_Genebank_ZDM03182,-2.511024724,0.922215711,-1.017418632,58,168,58,0.151084796,0.246142998,305
Chinese_Genebank_ZDM02015,-1.872621566,-0.023665354,-1.40682412,NA,NA,NA,NA,NA,NA
Chinese_Genebank_ZDM02257,-1.19050279,0.309497967,0.174916972,77,239,77,NA,NA,286
Chinese_Genebank_ZDM02894,-2.919052247,1.336340337,-0.937216714,56,236,56,NA,NA,452
BRIDGE_HOR_2363,-0.208422759,-0.457965495,0.311491487,NA,NA,NA,NA,NA,NA
Chinese_Genebank_ZDM02674,-2.165236619,0.538414044,-1.522676786,57,197,57,NA,NA,389
Chinese_Genebank_ZDM03068,-2.137509648,0.356925253,-1.41341386,68,182,68,NA,NA,474
Chinese_Genebank_ZDM00262,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chinese_Genebank_ZDM01928,-2.030522474,0.365118836,-1.342924368,74,211,74,NA,NA,352
Chinese_Genebank_ZDM03098,-2.256149945,0.34025325,-1.497872288,NA,NA,NA,NA,NA,NA
Chinese_Genebank_ZDM02510,-2.039500827,0.030503168,-1.262040628,69,200,69,NA,NA,452
Chinese_Genebank_ZDM02574,-2.005183498,0.268340919,-1.17628466,NA,NA,NA,NA,NA,NA
Chinese_Genebank_ZDM02946,-2.207546034,1.304615784,-1.329323698,56,220,56,NA,0.03389404,464
Chinese_Genebank_ZDM02509,-2.028093689,0.040821863,-1.363161327,NA,NA,NA,NA,NA,NA
BRIDGE_HOR_2357,2.249586681,-0.524813611,1.303492832,81,246,81,NA,NA,177
Chinese_Genebank_ZDM02953,-2.615145076,0.704560336,-1.978153745,NA,NA,NA,NA,NA,NA
Chinese_Genebank_ZDM03360,-2.817518641,0.887620532,-2.656980889,NA,NA,NA,NA,NA,NA
Chinese_Genebank_ZDM01340,2.497762343,-0.621807427,1.435513306,80,243,80,NA,NA,186
BRIDGE_HOR_2355,2.55382662,-0.606604749,1.556646195,74,284,74,NA,NA,210
Chinese_Genebank_ZDM01357,2.700397553,-0.385570893,1.55216573,68,284,68,NA,NA,237
Chinese_Genebank_ZDM01467,5.246099666,-0.820261184,2.020646645,72,268,72,NA,NA,449
Chinese_Genebank_ZDM05215,3.610331838,-0.16840003,1.882662994,63,244,63,0.361074358,0.297267407,452
Chinese_Genebank_ZDM01223,5.3529349,-0.793628609,1.604330845,79,268,79,0.652466893,0.061253559,364
Chinese_Genebank_ZDM01279,5.722517669,-0.58195686,1.628355127,74,268,74,NA,NA,483
Chinese_Genebank_ZDM05217,3.074212375,1.001820691,1.984617535,59,246,59,0.361074358,0.297267407,485
BRIDGE_HOR_10589,-0.068238386,1.395558832,1.836599459,60,179,60,0.361074358,0.297267407,320
BRIDGE_HOR_10860,-0.068238386,1.395558832,1.836599459,60,179,60,0.361074358,0.297267407,320
Chinese_Genebank_ZDM01212,5.174457871,-0.678599102,1.712280165,73,288,73,NA,NA,457
BTR_FT524,1.422891107,1.355897155,2.049982946,63,198,63,NA,NA,353
Chinese_Genebank_ZDM01159,5.187813814,-0.557704082,1.752135806,67,308,67,NA,NA,548
Chinese_Genebank_ZDM01167,5.103585624,-0.187711752,1.656596773,64,289,64,0.361074358,0.297267407,743
Chinese_Genebank_ZDM01283,5.488148746,-0.029869593,1.634967412,62,303,62,0.437802434,0.199163496,943
BRIDGE_HOR_2376,6.150761337,-0.014388153,1.877669418,59,266,59,NA,NA,1088
Chinese_Genebank_ZDM01285,5.074931124,-0.201145752,1.278940196,63,301,63,NA,NA,493
Chinese_Genebank_ZDM01187,4.708707736,0.132290184,1.372497321,59,228,59,0.361074358,0.297267407,516
